PROJECT_ID,COHORTTRM_DESC,CH_ENRLTYPE,CHRTTYPE,CRSLOAD,GRAD_YRS,BESTMATH,BESTENGL,BESTCOMP,HS_ACAD_AVG,HS_OVERALL_AVG,AGE_MONTHS,GENDER,FOREIGN,COUNTRY_DESC,LA_RESIDENT,HOMEZIPCODE,EXP_FAM_CONTRIB,INCOME,FIRST_GEN_FLAG,PELL,TOPS,ATHLETE,GREEK_ENTRY,VETERAN_STATUS,HS_TOP_10,HS_TOP_25,HS_TOP_50,HS_BOTTOM_25,HS_BOTTOM_50,CH_CURRICULUM_1,CH_COLLEGE_1,CH_CURRIC_COLLEGE,YR1_FALL_ON_CAMPUS,YR1_SPRING_ON_CAMPUS,YR2_FALL_ON_CAMPUS,YR2_SPRING_ON_CAMPUS,YR3_FALL_ON_CAMPUS,YR3_SPRING_ON_CAMPUS,YR4_FALL_ON_CAMPUS,YR4_SPRING_ON_CAMPUS,YR5_FALL_ON_CAMPUS,YR5_SPRING_ON_CAMPUS,YR6_FALL_ON_CAMPUS,YR6_SPRING_ON_CAMPUS,YR7_FALL_ON_CAMPUS,YR7_SPRING_ON_CAMPUS,YR8_FALL_ON_CAMPUS,YR8_SPRING_ON_CAMPUS,YR1_FALL_SEM_GPA,YR1_SPRING_SEM_GPA,YR2_FALL_SEM_GPA,YR2_SPRING_SEM_GPA,YR3_FALL_SEM_GPA,YR3_SPRING_SEM_GPA,YR4_FALL_SEM_GPA,YR4_SPRING_SEM_GPA,YR5_FALL_SEM_GPA,YR5_SPRING_SEM_GPA,YR6_FALL_SEM_GPA,YR6_SPRING_SEM_GPA,YR7_FALL_SEM_GPA,YR7_SPRING_SEM_GPA,YR8_FALL_SEM_GPA,YR8_SPRING_SEM_GPA,YR1_FALL_LSU_GPA,YR1_SPRING_LSU_GPA,YR2_FALL_LSU_GPA,YR2_SPRING_LSU_GPA,YR3_FALL_LSU_GPA,YR3_SPRING_LSU_GPA,YR4_FALL_LSU_GPA,YR4_SPRING_LSU_GPA,YR5_FALL_LSU_GPA,YR5_SPRING_LSU_GPA,YR6_FALL_LSU_GPA,YR6_SPRING_LSU_GPA,YR7_FALL_LSU_GPA,YR7_SPRING_LSU_GPA,YR8_FALL_LSU_GPA,YR8_SPRING_LSU_GPA,YR1_FALL_CUM_GPA,YR1_SPRING_CUM_GPA,YR2_FALL_CUM_GPA,YR2_SPRING_CUM_GPA,YR3_FALL_CUM_GPA,YR3_SPRING_CUM_GPA,YR4_FALL_CUM_GPA,YR4_SPRING_CUM_GPA,YR5_FALL_CUM_GPA,YR5_SPRING_CUM_GPA,YR6_FALL_CUM_GPA,YR6_SPRING_CUM_GPA,YR7_FALL_CUM_GPA,YR7_SPRING_CUM_GPA,YR8_FALL_CUM_GPA,YR8_SPRING_CUM_GPA,YR1_FALL_CUM_HRS_CARR,YR1_SPRING_CUM_HRS_CARR,YR2_FALL_CUM_HRS_CARR,YR2_SPRING_CUM_HRS_CARR,YR3_FALL_CUM_HRS_CARR,YR3_SPRING_CUM_HRS_CARR,YR4_FALL_CUM_HRS_CARR,YR4_SPRING_CUM_HRS_CARR,YR5_FALL_CUM_HRS_CARR,YR5_SPRING_CUM_HRS_CARR,YR6_FALL_CUM_HRS_CARR,YR6_SPRING_CUM_HRS_CARR,YR7_FALL_CUM_HRS_CARR,YR7_SPRING_CUM_HRS_CARR,YR8_FALL_CUM_HRS_CARR,YR8_SPRING_CUM_HRS_CARR,YR1_FALL_CUM_HRS_EARN,YR1_SPRING_CUM_HRS_EARN,YR2_FALL_CUM_HRS_EARN,YR2_SPRING_CUM_HRS_EARN,YR3_FALL_CUM_HRS_EARN,YR3_SPRING_CUM_HRS_EARN,YR4_FALL_CUM_HRS_EARN,YR4_SPRING_CUM_HRS_EARN,YR5_FALL_CUM_HRS_EARN,YR5_SPRING_CUM_HRS_EARN,YR6_FALL_CUM_HRS_EARN,YR6_SPRING_CUM_HRS_EARN,YR7_FALL_CUM_HRS_EARN,YR7_SPRING_CUM_HRS_EARN,YR8_FALL_CUM_HRS_EARN,YR8_SPRING_CUM_HRS_EARN,AC_ACT1,AC_ACT2,AC_ACT3,AC_ACT4,AC_ACT5,AC_ACT6,AC_ACT7,AC_ACT8,AC_ACT9,AC_ACT10,AC_ACT11,AC_ACT12,AC_ACT13,AC_ACT14,AC_ACT15,AC_ACT16,SLATE_HS_TYPE
979784,Fall 2018,Campus,F,Full-time,4.0,26.0,22.0,23.0,3.22,3.75,220,F,,United States,1.0,70123,14392.0,52898.0,Y,1,1,,0,N,,1.0,,,,BIOL,UCFY,SCI,Y,Y,,,,,,,,,,,,,,,1.25,,,,,4.12,3.4,2.6,,,,,,,,,3.25,3.5,2.875,,2.196,,2.428,3.926,,,,,,,,,3.86,2.18,3.876,3.56,,2.886,2.24,2.558,,,,,,,,,77.0,27.0,,57.0,86.0,81.0,107.0,,,,,,,,,,72.0,34.0,45.0,58.0,,,,,,,,,,,,,Good,,Good,,Good,,Good,,,,,,,,,,Charter
3392820,Fall 2020,Campus,F,Full-time,,24.0,36.0,29.0,4.0,,225,F,,United States,1.0,70068,4887.0,59928.0,N,0,1,,0,N,,,1.0,,,PETE,ENGR,ENGR,Y,Y,,,,,,,,,,,,,,,3.153,3.66,,2.6,2.4,,0.0,2.8,,,,,,,,,2.685,3.018,4.0,3.359,4.094,3.906,2.931,2.237,2.476,3.178,,,,3.191,,,3.761,3.377,3.181,2.9,,,3.039,3.452,,,,,,,,,14.0,31.0,60.0,,,,96.0,118.0,,,,,,,,,,34.0,59.0,84.0,,114.0,105.0,,,,,,,,,,Good,Good,Good,Good,Good,,,Good,,,,,,,,,Religious
2215377,Fall 2021,Online,F,Full-time,,27.0,19.0,,3.13,3.39,228,F,,United States,1.0,70062,0.0,,N,1,0,,1,N,,,1.0,,,SPADM,UCFY,HSE,Y,,,,Y,,Y,,,,,,,,,,1.071,2.806,3.85,3.75,,,3.08,3.9,,,,,,,,,2.681,1.922,1.7,,,,,3.654,,,,,,,,,2.34,4.157,2.245,,,3.737,,2.658,,,,,,,,,14.0,35.0,63.0,55.0,,38.0,,117.0,,,,,,,,,3.0,46.0,,56.0,,102.0,,131.0,,,,,,,,,Good,Good,Good,,Good,Good,,,,,,,,,,,Public
6771740,Fall 2021,Campus,F,Full-time,4.0,28.0,26.0,20.0,3.13,,216,F,,United States,1.0,70808,,20952.0,N,0,1,,0,N,,1.0,,,,CHE,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,,1.75,,3.206,3.68,,,,,,,,,,,,3.75,3.884,4.012,,0.381,,3.231,,,,,,,,,,2.676,3.396,2.8,2.518,3.891,2.815,,,,,,,,,,,23.0,30.0,45.0,46.0,80.0,,128.0,125.0,,,,,,,,,33.0,40.0,55.0,,88.0,,,,,,,,,,,,Good,Good,Good,Good,,Prob,,,,,,,,,,,Public
6390793,Fall 2013,Campus,F,Full-time,,31.0,29.0,26.0,3.18,3.57,223,F,,United States,1.0,70808,4096.0,102369.0,Y,0,1,,0,N,1.0,,1.0,,,SPADM,UCFY,HSE,N,Y,,,,,,,,,,,,,,,2.4,2.384,3.868,4.2,,,2.647,2.3,,,,,,,,,3.866,2.555,1.904,,3.75,,2.643,,,,,,,,,,3.321,3.412,3.534,1.413,3.491,3.462,,,2.999,,,,,,,,16.0,34.0,54.0,54.0,,98.0,132.0,,,,,,,,,,92.0,25.0,43.0,63.0,,68.0,,,,,,,,,,,Good,Good,Good,Good,,,,,,,,Good,,,,,Public
2000608,Fall 2018,Campus,F,Full-time,,20.0,24.0,22.0,3.2,3.93,235,M,,United States,1.0,71362,442742.0,27460.0,N,0,0,,0,N,,1.0,,1.0,,PSYCS,UCFY,HSS,Y,Y,,,,,,,,,,,,,,,3.975,2.214,4.075,0.653,3.868,3.8,,4.12,,,,,,,,,2.8,3.2,,2.79,3.74,,,2.446,,,,,,,,,0.35,3.248,3.296,2.818,2.708,2.68,,3.029,2.507,3.531,,,,,,,68.0,,144.0,,,97.0,,,,,,,,,,,16.0,49.0,29.0,54.0,95.0,,,,,136.0,,,,,,,Good,Good,Good,,Good,Good,Good,,,,,,,,,,Religious
4335958,Fall 2016,Campus,F,Full-time,4.0,19.0,23.0,35.0,2.79,3.85,223,F,,United States,1.0,70726,32045.0,72569.0,N,1,0,,1,N,1.0,,,1.0,,PETE,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,2.361,3.6,3.08,3.1,3.5,,,,,0.0,,,,,,,0.545,3.23,,2.997,3.012,2.054,1.992,,,,,,,,,,0.75,2.483,3.39,3.55,2.879,,4.19,,3.818,,,,,,,,17.0,,,,,,,107.0,,,,,,,,,39.0,18.0,57.0,75.0,56.0,97.0,,107.0,,,,,,,,,Good,Warn,Good,Good,Good,Good,Good,,,Good,,,,,,,Religious
323948,Fall 2022,Campus,T,Full-time,,19.0,24.0,,3.23,3.84,245,F,,United States,1.0,70070,0.0,,Y,0,1,,0,N,,,1.0,,,UNSE,UCFY,UCFY,N,Y,,,,,,,,,,,,,,,2.75,3.74,3.562,,3.6,,0.0,,,,,,,,,,4.225,3.935,2.527,3.321,,,3.633,3.439,,,,,,,,,2.931,3.536,2.6,2.578,3.149,3.605,3.735,,,,,,,,,,23.0,33.0,56.0,,80.0,,99.0,123.0,,,,,,,186.0,,14.0,85.0,69.0,60.0,,,114.0,,,,,,,,,,Good,Good,,Good,,,Good,,Good,,,,,,,,Independent
3672793,Fall 2017,Campus,F,Full-time,5.0,,22.0,24.0,3.96,,230,M,,United States,1.0,71106,57060.0,139224.0,N,0,1,,0,N,1.0,1.0,1.0,,,BIOL,UCFY,SCI,N,Y,,,,,,,,,,,,,,,3.0,1.75,2.692,,2.23,1.537,3.307,,,,,,,,,,3.444,1.075,2.704,,,,,,,2.729,,,,,,,3.25,3.024,,2.224,4.197,3.419,,2.608,,,,,,,,,15.0,30.0,36.0,68.0,,,,86.0,,,,178.0,,,,,33.0,,80.0,,77.0,106.0,,143.0,,,,,,,,,Good,Good,,,,,,Good,,,,,,,,,Public
8387171,Fall 2017,Campus,F,Full-time,4.0,22.0,28.0,29.0,2.27,3.03,228,M,,United States,1.0,70563,19176.0,40097.0,U,0,0,,1,N,,1.0,,,1.0,ME,UCFY,ENGR,Y,N,,,,,,,,,,,,,,,0.5,2.973,,,2.42,1.461,3.2,,,,,,,,,,4.0,2.076,4.0,,,,,,,,,,,,,,2.0,1.769,3.592,2.478,,,2.942,,2.376,,,,,,,,9.0,66.0,64.0,63.0,,123.0,119.0,,,,,,,,,,18.0,33.0,61.0,,,84.0,,126.0,,,,,,,,,Good,Good,Good,,,,,Good,,,,,,,,,Public
4993110,Fall 2016,Campus,F,Full-time,,23.0,22.0,20.0,2.98,3.39,226,F,,United States,1.0,70507,,48476.0,Y,0,1,,1,N,,1.0,1.0,1.0,,PA,UCFY,UCAC,Y,,,,,,,,,,,,,,,,3.55,4.12,,3.769,,,4.0,,,,,,,,,,2.62,3.432,2.8,,2.594,2.912,2.573,,,,,,,,,,3.141,3.903,4.009,,2.536,,,,,,,,,,,,12.0,28.0,89.0,52.0,,92.0,,,,,,,,,,,21.0,25.0,,60.0,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,Public
5526747,Fall 2017,Campus,F,Full-time,6.0,27.0,,,2.94,3.15,268,M,,United States,1.0,70129,34974.0,119890.0,Y,1,0,,0,N,,,,,,ME,UCFY,ENGR,Y,Y,,,,,,,,,,,,,,,2.294,2.25,3.769,2.023,1.96,,,2.433,,,,,,,,,4.0,1.988,2.853,,,2.325,,3.087,,,,,,,,,,4.001,,3.7,,3.408,,,,,,,,,,,15.0,30.0,70.0,,,74.0,,123.0,,,,,,,,,74.0,36.0,41.0,61.0,,,,,,,,139.0,,,,,Good,Warn,Good,Good,,,,Good,,,,,,,,,Public
4791381,Fall 2012,Campus,F,Full-time,,14.0,28.0,25.0,3.19,3.45,219,F,,United States,1.0,70433,,34895.0,Y,0,0,,0,N,,,1.0,,1.0,PMCOM,UCAC,UCAC,Y,Y,,,,,,,,,,,,,,,2.333,3.0,1.907,,1.769,4.225,,4.18,,,,,,,,,0.75,2.811,2.2,,,,,,,,,,,,,,3.35,3.61,,,,3.907,,2.237,,,,,,,,,18.0,26.0,54.0,54.0,,99.0,,129.0,,,,,,,,,69.0,31.0,,,,,120.0,112.0,,,,,,,,,Good,Good,Good,,,,,Good,,,,,,,,,Public
7041535,Fall 2016,Campus,F,Full-time,,28.0,27.0,28.0,3.58,3.43,226,F,,United States,1.0,70816,,224884.0,N,1,0,,0,N,,1.0,1.0,,,CHE,UCFY,ENGR,N,,,,,,,,,,,,,,,,1.607,4.0,3.4,4.07,3.018,2.642,,,,,,,,,,,3.075,3.706,2.627,3.624,,3.273,,,,,,,,,,,3.653,2.146,2.276,,,2.965,2.809,,,,,,,,,,55.0,26.0,33.0,,77.0,75.0,,,,,,,,,,,0.0,78.0,33.0,,,46.0,89.0,,,,137.0,,,,,,Good,Good,,Good,Good,,,,Good,,,,,,,,Public
4700127,Fall 2019,Campus,F,Full-time,,16.0,20.0,19.0,,3.07,221,F,,United States,1.0,70360,117585.0,115913.0,N,0,0,,0,N,,1.0,1.0,,,FIN,UCFY,BADM,Y,Y,Y,,,,,,,,,,,,,,,3.26,,4.0,3.9,,,3.553,,,,,,,,,2.385,0.7,,3.461,3.127,,,,,,,,,,,,3.58,3.46,,2.356,3.308,2.537,3.607,,3.232,,,,,,,,21.0,43.0,107.0,58.0,,84.0,97.0,90.0,,143.0,100.0,,,,,,32.0,88.0,37.0,60.0,120.0,,141.0,128.0,,158.0,,,,,,,Good,Good,Good,Good,Good,,,Good,Good,,,,,,,,Public
6400217,Fall 2020,Campus,T,Full-time,5.0,23.0,,34.0,3.88,3.3,239,F,,United States,,70437,39794.0,97893.0,Y,0,1,,0,N,,,,,,PLSYS,AGRI,AGRI,Y,,Y,,,,,,,,,,,,,,3.8,3.8,,0.0,,,,,,,,,,,,,4.18,3.274,2.898,,,2.856,,,,,,,,,,,2.413,3.062,3.945,,,2.245,,2.953,,1.929,,,,,,,12.0,27.0,40.0,56.0,55.0,,,122.0,,70.0,,,,,,,36.0,33.0,38.0,,123.0,,,,,,,,,,,,Good,Good,Good,Good,,Good,Good,,,,,,,,,,Public
3964942,Fall 2022,Campus,F,Full-time,,18.0,29.0,34.0,3.37,4.0,237,M,,United States,1.0,70816,,92089.0,Y,0,0,,0,N,,,,,,SOCL,UCFY,HSS,Y,Y,Y,,,,,,,,,,,,,,3.28,3.657,3.838,3.737,,3.25,,3.081,,,,,,,,,0.623,3.666,3.388,,,,3.19,3.131,,,,,,,,,1.3,1.2,3.851,,3.291,,,,,3.345,,,,,,,12.0,,42.0,66.0,81.0,,,,,,,,,,,,200.0,75.0,37.0,57.0,111.0,,83.0,105.0,,,,,,,,,Good,Good,Good,,Good,,,,,,,,,,,,Public
118952,Fall 2020,Campus,T,Full-time,4.0,,,25.0,2.75,,225,M,,United States,1.0,70301,20399.0,427732.0,N,1,1,,1,N,1.0,,1.0,,,PSYCS,UCFY,HSS,Y,Y,,,,,,,,,,,,,,,4.3,3.0,,1.972,,3.885,3.75,,,,,,,,,,3.785,,3.675,,,,3.11,3.28,,,,,,,,,3.52,3.807,,,,2.95,2.155,,,,,,,,,,14.0,37.0,73.0,48.0,,93.0,,,,,116.0,,,,,,15.0,44.0,40.0,,,,,120.0,,,,,,,,,Prob,Good,Good,Good,,Good,Good,,,,,,,,,,Public
6481019,Fall 2012,Campus,F,Full-time,,22.0,31.0,30.0,2.73,3.71,232,F,,United States,1.0,70520,0.0,104149.0,N,0,0,,0,N,,1.0,1.0,,1.0,UNSE,UCFY,UCFY,N,Y,,,,,,,,,,,,,,,3.16,2.2,3.175,4.069,2.315,3.08,,2.88,,,,,,,,,3.076,3.333,3.527,1.575,,,,2.23,,2.038,,,,,,,2.974,3.887,2.067,3.366,2.819,3.158,,3.401,,3.195,,,,,,,18.0,88.0,46.0,72.0,65.0,,107.0,,,,,,,,,,80.0,26.0,56.0,54.0,80.0,84.0,,,,,,,,,,,Good,Good,Good,,,Good,,Good,Good,,,,,,,,Independent
2784188,Fall 2017,Campus,F,Full-time,,27.0,31.0,23.0,2.81,3.79,234,F,,United States,1.0,70808,,75113.0,N,0,0,,0,N,,,1.0,,,BIOL,UCFY,SCI,N,Y,,,,,,,,,,,,,,,3.294,2.65,1.368,3.812,,,,3.212,,,,,,,,,,3.358,,3.805,,,3.677,3.002,,,,,,,,,3.166,3.062,,1.784,3.101,,,2.281,3.359,,,,,,,,14.0,60.0,41.0,,69.0,,,,,,,,,,,,15.0,27.0,54.0,66.0,66.0,94.0,,,,,,,,,,,Good,Good,Good,Good,Good,,Good,,,,,,,,,,Public
3534193,Fall 2022,Campus,F,Full-time,,,28.0,21.0,3.62,2.68,222,F,,United States,1.0,70301,0.0,97873.0,N,0,1,,0,N,,,,,,CHE,UCFY,ENGR,N,,Y,,,,,,,,,,,,,,3.88,2.866,2.54,1.15,3.371,3.275,,,,,,,,,,,2.466,3.718,,3.258,2.612,2.634,,2.552,,2.801,,,,,,,3.657,0.36,3.346,,,3.445,,,,,2.129,,,,,,18.0,51.0,40.0,61.0,79.0,76.0,,131.0,,,,,,,,,20.0,84.0,61.0,92.0,95.0,,,120.0,,,,,,,,,Prob,,Good,,Good,Good,,,,,,,,,,,Public
1796762,Fall 2021,Campus,F,Full-time,,25.0,26.0,25.0,3.35,,223,F,,United States,1.0,70123,36035.0,144650.0,N,0,1,,1,N,,,1.0,,,MKT,UCFY,BADM,Y,Y,Y,,,,,,,Y,,,,,,,2.325,4.12,3.492,,,2.0,3.72,,,,,,,,,,3.08,2.996,3.897,,2.965,,,,3.439,,,2.076,,,,,3.5,3.33,2.715,3.41,3.346,3.333,,,,,,,,,,,13.0,30.0,43.0,,,,,,,156.0,,,,,,,41.0,30.0,,,,116.0,,,,121.0,,,,,,,Good,Good,,,,,,,,,,,,,,,Public
7952341,Fall 2015,Campus,F,Full-time,,,,26.0,3.38,3.55,224,F,,United States,1.0,70123,,35208.0,N,0,0,,0,N,,,1.0,1.0,,MBIO,UCFY,SCI,N,Y,,,,,,,,,,,,,,,2.218,2.925,,4.0,,,,,,3.133,,,3.883,,,,3.562,3.641,3.204,,2.373,,,3.849,,,,,,,,,1.75,,3.406,,2.778,2.836,4.139,,3.281,,,,,,,,14.0,45.0,41.0,56.0,68.0,84.0,103.0,123.0,120.0,,,,,,,,41.0,24.0,,48.0,,,,120.0,,120.0,,,,,,,Good,Good,Good,Good,,,,,,Good,Warn,,,Good,,,Religious
7941609,Fall 2022,Campus,T,Full-time,,23.0,34.0,23.0,3.08,2.85,221,M,,United States,1.0,70433,9449.0,86131.0,N,1,1,,0,N,1.0,1.0,1.0,,,BIOL,UCFY,SCI,Y,Y,Y,,,Y,,,,,,,,,,,3.96,3.25,2.233,,,,3.725,,,1.642,,,,,,,,2.175,1.906,3.355,3.503,3.375,2.893,,,,,,,,,,2.94,3.586,,2.281,3.135,,,2.328,,,3.313,,,,,,15.0,25.0,42.0,70.0,,82.0,,142.0,,,,146.0,,,,,9.0,41.0,,38.0,,133.0,134.0,,,,,,,,,,Good,Good,,Good,Good,Prob,,Good,,,,,,,,,Public
5741815,Fall 2016,Campus,F,Full-time,,17.0,23.0,30.0,3.92,,220,F,,United States,1.0,70808,2503.0,146678.0,N,0,0,,1,N,,,1.0,,,NUTR,AGRI,AGRI,Y,,,,,,,,,,,,,,,,3.125,2.918,3.4,,,3.8,3.571,,,,,1.85,,,,3.8,2.336,3.642,,3.912,3.442,3.025,,,,,,,,,,,4.157,2.689,,,2.128,,,,,,,,,,,,14.0,30.0,49.0,,69.0,,,,,,,,,,,,44.0,28.0,51.0,92.0,106.0,98.0,75.0,97.0,149.0,,,,,,,,Good,Good,,Good,,Good,,,,,,,,,,,Public
5139786,Spring 2022,Campus,F,Full-time,5.0,22.0,22.0,27.0,2.89,2.93,221,F,,United States,1.0,71446,,50756.0,N,0,0,,1,N,1.0,1.0,1.0,,,PMED,UCFY,SCI,N,Y,,,,,,,,,,,,,,,1.8,3.412,3.918,2.033,2.7,3.25,,,,,,,,,,,3.4,2.511,3.7,,3.341,,3.346,,,,,,,,,,3.8,2.903,3.147,3.589,2.934,3.063,3.483,2.515,,,,,,,,,27.0,30.0,,,72.0,,110.0,111.0,,,,,,,,,60.0,21.0,,57.0,,206.0,,,,,,,,,,,Good,Good,Good,Good,Good,Good,,,,,,,,,,,Public
8028319,Fall 2021,Campus,T,Full-time,,19.0,21.0,24.0,2.54,3.0,219,M,,United States,,7624,50833.0,53599.0,U,0,1,,0,N,,,1.0,,,INTL,UCFY,HSS,N,Y,,,,,,,,,,,,,,,,3.54,3.166,,0.0,,,,,,,,,,,,2.872,0.5,3.795,,2.636,,4.06,,,,,,,2.433,,,1.242,2.5,,,2.85,2.687,,,,,,,,,,,9.0,,,66.0,67.0,71.0,116.0,,,,,,,,,,22.0,30.0,59.0,59.0,68.0,,,,,,,,,,,,Good,Good,Good,Warn,Good,,Good,Good,,,,,,,,,Public
2697737,Fall 2016,Campus,F,Full-time,,30.0,22.0,21.0,3.96,3.07,222,M,,United States,,70808,8667.0,33834.0,Y,0,0,,0,N,,,1.0,,,PSYCS,HSS,HSS,Y,,,,,,,,,,,,,,,,3.057,3.446,3.52,0.675,,,,,,,,0.0,,,,,3.266,3.922,,,3.958,,,,,,,,,,,,3.72,2.978,4.104,,,2.621,2.935,,,,,,,,,,18.0,,43.0,,,,,,,,,,,,,,25.0,45.0,78.0,46.0,98.0,,104.0,124.0,,,,146.0,,,,,Good,Good,Good,Good,,Good,,Good,,,,,,,,,Public
9950251,Fall 2023,Campus,F,Full-time,5.0,24.0,23.0,29.0,3.06,3.03,221,M,,United States,1.0,71468,7462.0,17763.0,U,0,0,,0,N,,,,,,PAGRI,UCAC,UCAC,Y,Y,,,,,,,,,,,,,,,3.156,1.425,4.0,4.0,4.0,,,3.0,,,,,,,,,2.828,3.919,3.7,,3.894,,2.545,,2.267,,,,,,,,3.467,1.891,3.28,,3.107,,,,3.413,,,,,,,,47.0,30.0,,,81.0,76.0,78.0,,,,,,,,,,,,42.0,127.0,75.0,90.0,,,,,,,,,,,Good,Good,Warn,Good,Good,Good,Good,,,,,,,,,,Religious
299278,Fall 2015,Campus,F,Full-time,,,29.0,26.0,3.54,3.75,226,F,,United States,1.0,70726,,208768.0,N,0,1,,0,N,,,,,,PBADM,UCAC,UCAC,N,,,,,,Y,,,,,,,,,,2.5,1.55,,1.792,2.1,,3.52,,,,,,,,,,3.6,,0.861,,2.937,2.556,2.96,,,,,,,,,,3.942,3.322,2.493,2.7,,2.939,,,,,,2.334,,,,,12.0,47.0,43.0,85.0,82.0,81.0,120.0,,,,,,,,,,35.0,34.0,88.0,132.0,71.0,,,120.0,,,77.0,,,,,,Good,Good,,Good,,Good,,Good,,,,,,,,,Religious
414484,Fall 2022,Campus,T,Full-time,,21.0,25.0,,2.94,3.92,221,F,,United States,1.0,71292,17946.0,0.0,N,0,1,,1,N,,1.0,,,,BCH,UCFY,SCI,Y,,,,,,,,,,,,,,,,2.687,3.0,,,4.0,,3.314,,3.98,,,,,,,,2.931,2.709,2.733,,,3.452,3.324,3.8,,,,2.554,,,,,2.278,3.362,3.19,,3.034,2.618,3.58,,,,,,,,,,12.0,27.0,,,,,100.0,,,,,,,,,,7.0,31.0,78.0,,75.0,,,150.0,,,,,,,,,Good,Good,Good,Good,Good,,,,,,,,,,,,Public
9601540,Fall 2016,Campus,F,Full-time,,26.0,30.0,23.0,3.44,3.89,215,F,,United States,1.0,70726,247939.0,186774.0,N,1,1,,1,N,,,1.0,,,MC,UCFY,MCOM,Y,Y,,,,,,,,,,,,,,,3.325,2.526,3.025,2.464,3.33,,,3.0,,2.007,,,,,,,3.0,3.825,2.854,,3.768,,,,,,2.366,,,,,,3.97,4.0,2.038,,3.552,,2.93,3.046,,,,,,,,,27.0,27.0,,,,69.0,144.0,121.0,,,,,,,,,15.0,71.0,42.0,115.0,77.0,122.0,113.0,,,,,,,,,,Good,Good,Good,,Good,Good,,Good,,,,,,,,,Public
2723724,Fall 2013,Campus,F,Full-time,,26.0,22.0,31.0,3.45,3.56,216,M,,United States,1.0,71483,22280.0,91852.0,U,0,0,,0,N,1.0,,,,1.0,ANMLS,AGRI,AGRI,N,Y,,,Y,,,,,,,,,,,,3.733,3.24,3.425,,1.825,3.0,3.32,,,,,,,,,,3.6,0.325,3.246,3.457,3.412,,2.894,,,,,,,,,,0.0,3.264,3.351,2.441,3.684,3.554,2.59,,,,,,,,,,40.0,28.0,24.0,71.0,,93.0,102.0,,,,,,,,,,14.0,,91.0,66.0,,,116.0,,,,,,,,,,Good,Good,Good,,,,Good,,,,,,,,,,Public
9910212,Fall 2012,Campus,F,Full-time,4.0,20.0,15.0,25.0,2.44,3.36,223,M,,United States,1.0,70810,910.0,115112.0,N,0,0,,0,N,,1.0,1.0,,,IS,UCFY,HSS,Y,,,,,,Y,,,,,,,,,,3.623,3.487,,2.75,,2.784,,1.95,,,,,,,,,3.717,3.0,3.136,,,3.839,,,,,,,,,,,3.231,,,2.633,2.83,2.24,,,,,,,,,,,12.0,33.0,135.0,63.0,,98.0,,,,,,,,,,,25.0,,49.0,77.0,70.0,116.0,111.0,,,,,,,,,,Good,Good,,Good,,,Good,,,,,,,,,,
6012632,Fall 2013,Campus,F,Full-time,4.0,28.0,29.0,25.0,,3.19,456,F,,United States,1.0,60565,10014.0,29343.0,N,0,1,,1,N,,,1.0,,,ISDS,UCFY,BADM,Y,,,,,,,,,,,,,,,,3.725,3.169,2.066,2.307,3.633,,2.9,,,,,,,,,,2.863,3.12,2.729,1.815,,,3.2,,,,,,,,,,2.411,2.815,2.736,2.622,3.867,4.055,3.689,3.146,,,,,,,,,15.0,,49.0,63.0,,96.0,104.0,,146.0,,,143.0,,,,,37.0,30.0,68.0,67.0,,,139.0,,,,,,,,,,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,Religious
8279995,Fall 2018,Campus,F,Full-time,,29.0,19.0,26.0,,3.2,225,F,,United States,1.0,70403,374155.0,20663.0,N,0,0,,0,N,,,1.0,1.0,,BIOL,UCFY,SCI,N,,,,,,,,,,,,,,,,2.8,,3.5,3.5,,3.907,,3.86,,,3.575,,,,,,1.856,2.8,3.798,,,2.303,3.55,,,,,,,,,,3.737,3.0,3.5,,,,,,2.6,3.277,,,,,,,16.0,36.0,38.0,85.0,100.0,105.0,,113.0,,,,,,,,,16.0,27.0,52.0,80.0,,93.0,116.0,,,,111.0,,,,,,Good,Good,Good,Good,Warn,,,,,,,,,,,,Religious
2334977,Fall 2023,Campus,F,Full-time,4.0,18.0,20.0,27.0,3.94,3.6,231,M,,United States,,35242,79787.0,147757.0,U,0,1,,0,N,,1.0,1.0,,,ME,UCFY,ENGR,Y,Y,,Y,Y,,,,,,,,,,,,3.538,3.6,3.65,,3.2,4.0,,,,,,,,,,,2.714,1.944,3.956,3.722,2.642,3.275,,2.351,,,,,,,,,3.0,4.0,2.686,3.415,3.656,2.498,,2.3,,,,,,,,,16.0,29.0,133.0,,,82.0,,,99.0,,,,,,,,18.0,80.0,63.0,58.0,,,,,,,,,,,,,Good,Good,,Good,,Good,Good,Good,,,,,,,,,Religious
